INFO:root:SPOT Version:  2.4.106
INFO:root:Generated log file: C:\_workspace\cloud\rtest\logs\spot\convert2wav_190611-154651.log
INFO:root:-------------------  Input Arguments  ------------------
INFO:root:audio_folder = c:\_projects\mib2plus-connected\dev\tts_regression\ITI_Alice-ML\baseline\Audi_Azure_CVT
INFO:root:--------------------  Process Begins  ------------------
INFO:root:Reading Audio directory ...
INFO:root:Converting  itinewsdict01.pcm to itinewsdict01.wav
INFO:root:Converting  itinewsdict02.pcm to itinewsdict02.wav
INFO:root:Converting  itinewsdict03.pcm to itinewsdict03.wav
INFO:root:Converting  ititravelregression1.pcm to ititravelregression1.wav
INFO:root:Converting  ititravelregression101.pcm to ititravelregression101.wav
INFO:root:Converting  ititravelregression102.pcm to ititravelregression102.wav
INFO:root:Converting  ititravelregression103.pcm to ititravelregression103.wav
INFO:root:Converting  ititravelregression104.pcm to ititravelregression104.wav
INFO:root:Converting  ititravelregression105.pcm to ititravelregression105.wav
INFO:root:Converting  ititravelregression106.pcm to ititravelregression106.wav
INFO:root:Converting  ititravelregression107.pcm to ititravelregression107.wav
INFO:root:Converting  ititravelregression108.pcm to ititravelregression108.wav
INFO:root:Converting  ititravelregression109.pcm to ititravelregression109.wav
INFO:root:Converting  ititravelregression110.pcm to ititravelregression110.wav
INFO:root:Converting  ititravelregression111.pcm to ititravelregression111.wav
INFO:root:Converting  ititravelregression112.pcm to ititravelregression112.wav
INFO:root:Converting  ititravelregression113.pcm to ititravelregression113.wav
INFO:root:Converting  ititravelregression114.pcm to ititravelregression114.wav
INFO:root:Converting  ititravelregression115.pcm to ititravelregression115.wav
INFO:root:Converting  ititravelregression116.pcm to ititravelregression116.wav
INFO:root:Converting  ititravelregression117.pcm to ititravelregression117.wav
INFO:root:Converting  ititravelregression118.pcm to ititravelregression118.wav
INFO:root:Converting  ititravelregression119.pcm to ititravelregression119.wav
INFO:root:Converting  ititravelregression120.pcm to ititravelregression120.wav
INFO:root:Converting  ititravelregression121.pcm to ititravelregression121.wav
INFO:root:Converting  ititravelregression122.pcm to ititravelregression122.wav
INFO:root:Converting  ititravelregression123.pcm to ititravelregression123.wav
INFO:root:Converting  ititravelregression124.pcm to ititravelregression124.wav
INFO:root:Converting  ititravelregression125.pcm to ititravelregression125.wav
INFO:root:Converting  ititravelregression126.pcm to ititravelregression126.wav
INFO:root:Converting  ititravelregression127.pcm to ititravelregression127.wav
INFO:root:Converting  ititravelregression2.pcm to ititravelregression2.wav
INFO:root:Converting  ititravelregression3.pcm to ititravelregression3.wav
INFO:root:Converting  ititravelregression4.pcm to ititravelregression4.wav
INFO:root:Converting  ititravelregression5.pcm to ititravelregression5.wav
INFO:root:Converting  ititravelregression6.pcm to ititravelregression6.wav
INFO:root:Converting  ititravelregression7.pcm to ititravelregression7.wav
INFO:root:Converting  ititravelregression8.pcm to ititravelregression8.wav
INFO:root:Converting  itiweatherregression_00001.pcm to itiweatherregression_00001.wav
INFO:root:Converting  itiweatherregression_00002.pcm to itiweatherregression_00002.wav
INFO:root:Converting  itiweatherregression_00003.pcm to itiweatherregression_00003.wav
INFO:root:Converting  itiweatherregression_00004.pcm to itiweatherregression_00004.wav
INFO:root:Converting  itiweatherregression_00005.pcm to itiweatherregression_00005.wav
INFO:root:Converting  itiweatherregression_00006.pcm to itiweatherregression_00006.wav
INFO:root:Converting  itiweatherregression_00007.pcm to itiweatherregression_00007.wav
INFO:root:Converting  itiweatherregression_00008.pcm to itiweatherregression_00008.wav
INFO:root:Converting  itiweatherregression_00009.pcm to itiweatherregression_00009.wav
INFO:root:Converting  itiweatherregression_00010.pcm to itiweatherregression_00010.wav
INFO:root:Converting  itiweatherregression_00011.pcm to itiweatherregression_00011.wav
INFO:root:Converting  itiweatherregression_00012.pcm to itiweatherregression_00012.wav
INFO:root:Converting  itiweatherregression_00013.pcm to itiweatherregression_00013.wav
INFO:root:Converting  itiweatherregression_00014.pcm to itiweatherregression_00014.wav
INFO:root:Converting  itiweatherregression_00015.pcm to itiweatherregression_00015.wav
INFO:root:Converting  itiweatherregression_00016.pcm to itiweatherregression_00016.wav
INFO:root:Converting  itiweatherregression_00017.pcm to itiweatherregression_00017.wav
INFO:root:Converting  itiweatherregression_00018.pcm to itiweatherregression_00018.wav
INFO:root:Converting  itiweatherregression_00019.pcm to itiweatherregression_00019.wav
INFO:root:Converting  itiweatherregression_00020.pcm to itiweatherregression_00020.wav
INFO:root:Converting  itiweatherregression_00021.pcm to itiweatherregression_00021.wav
INFO:root:Converting  itiweatherregression_00022.pcm to itiweatherregression_00022.wav
INFO:root:Converting  itiweatherregression_00023.pcm to itiweatherregression_00023.wav
INFO:root:Converting  itiweatherregression_00024.pcm to itiweatherregression_00024.wav
INFO:root:Converting  itiweatherregression_00025.pcm to itiweatherregression_00025.wav
INFO:root:Converting  itiweatherregression_00026.pcm to itiweatherregression_00026.wav
INFO:root:Converting  itiweatherregression_00027.pcm to itiweatherregression_00027.wav
INFO:root:Converting  itiweatherregression_00028.pcm to itiweatherregression_00028.wav
INFO:root:Converting  itiweatherregression_00029.pcm to itiweatherregression_00029.wav
INFO:root:Converting  itiweatherregression_00030.pcm to itiweatherregression_00030.wav
INFO:root:Converting  itiweatherregression_00031.pcm to itiweatherregression_00031.wav
INFO:root:Converting  itiweatherregression_00032.pcm to itiweatherregression_00032.wav
INFO:root:Converting  itiweatherregression_00033.pcm to itiweatherregression_00033.wav
INFO:root:Converting  itiweatherregression_00034.pcm to itiweatherregression_00034.wav
